# Program:featureCounts v1.6.3; Command:"featureCounts" "-s" "1" "--read2pos" "5" "-a" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/necessary_info/m38_p6/gencode.vM25.chr_patch_hapl_scaff.basic.annotation.gtf" "-o" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//counts/cpid_multireg_control_counts.txt" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1787_R2.dedup.bam" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1788_R2.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1787_R2.dedup.bam	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1788_R2.dedup.bam
ENSMUSG00000028431.11	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	56749680;56755304;56757117;56758213;56758964;56759801;56762249;56762841;56767815;56769014;56770981;56771433;56772381;56773016;56773199;56774522;56774688;56775017;56775425;56776690;56776885;56778959;56779657;56781026;56784538;56786588;56787741;56790131;56790888;56792027;56792385;56794090;56795506;56796504;56798658;56799975;56802159	56751719;56755379;56757271;56758340;56759075;56759914;56762309;56762903;56767876;56769215;56771078;56771556;56772529;56773101;56773336;56774601;56774766;56775090;56775540;56776795;56776938;56779062;56779763;56781217;56784637;56786752;56787971;56790224;56791011;56792117;56792481;56794175;56795586;56796585;56798810;56800137;56802331	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6160	428	565
ENSMUSG00000080370.1	chr4	56761922	56762041	-	120	0	0
ENSMUSG00000038827.11	chr4;chr4;chr4;chr4;chr4;chr4	56802349;56803596;56804154;56805682;56805878;56806034	56802726;56803647;56804283;56805758;56805947;56809601	+;+;+;+;+;+	4275	171	182
ENSMUSG00000038816.14	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	56810935;56812511;56813178;56813830;56816181;56816989;56817247;56822518;56826274;56827252;56829484;56832906;56835178;56837732;56838966;56840746;56841561;56841561;56844447;56844447;56847810;56847810;56864977;56864977	56812388;56812594;56813291;56813886;56816229;56817143;56817297;56822555;56826424;56827344;56829642;56832992;56835378;56837902;56839055;56840919;56841680;56841680;56844634;56844634;56847999;56847999;56865154;56865188	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3838	95	153
ENSMUSG00000055296.14	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	56866923;56880247;56886018;56886018;56888535;56888535;56890800;56890800;56899026;56899026;56899306;56899306;56903212;56903918;56903918;56906215;56906215;56910157;56910157;56912048;56912048;56916702;56916702;56922387;56923339;56923339;56924979;56924979;56926177;56926177;56936369;56936369;56937862;56937862;56946845;56946845	56880292;56880292;56886212;56886212;56888709;56888709;56890900;56890900;56899171;56899171;56899428;56899428;56903247;56904049;56904049;56906313;56906313;56910247;56910247;56912130;56912130;56916806;56916806;56922410;56923508;56923508;56925215;56925215;56926293;56926293;56936470;56936470;56937979;56937979;56947411;56947437	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	16017	1093	1287
ENSMUSG00000065544.1	chr4	56895229	56895298	-	70	0	0
ENSMUSG00000099002.1	chr4	56897625	56897757	-	133	0	0
ENSMUSG00000106585.1	chr4	56897626	56897757	-	132	0	0
ENSMUSG00000064595.1	chr4	56913642	56913767	+	126	0	0
ENSMUSG00000045589.7	chr4;chr4;chr4;chr4;chr4	56957173;56968062;56972238;56976917;56990034	56963160;56968308;56972376;56977001;56990391	-;-;-;-;-	6817	3563	4843
ENSMUSG00000028434.12	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	56991972;56999582;57007906;57010062;57016854;57019772;57024338;57027609;57032115;57038503;57040844;57061726;57064799;57064799;57068305;57068305;57071052;57071052;57073262;57073262;57076291;57076291;57076534;57076534;57076914;57076914;57077164;57077164;57078875;57078875;57084023;57084023;57085996;57085996;57087986;57087986;57088802;57088802;57103424;57103424;57142848;57142848	56995803;56999727;57007977;57010178;57016931;57019958;57024436;57027676;57032240;57038621;57041052;57063279;57064863;57064863;57068338;57068338;57071082;57071082;57073371;57073371;57076460;57076460;57076603;57076603;57077002;57077002;57077251;57077251;57078995;57078995;57084075;57084075;57086040;57086040;57088064;57088064;57088844;57088844;57103528;57103528;57143437;57143437	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8300	520	799
ENSMUSG00000085967.1	chr4;chr4;chr4;chr4;chr4	57172071;57173202;57174459;57174956;57175409	57172184;57173316;57174714;57175083;57176554	+;+;+;+;+	1759	0	0
ENSMUSG00000038764.14	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	57190841;57195702;57196351;57197506;57204907;57205885;57206214;57218509;57221898;57223619;57225506;57225714;57232322;57235222;57239528;57240786;57244975;57248658;57249908;57254917;57257975;57262429;57264866;57264983;57270023;57301672	57194362;57195837;57196496;57197634;57205053;57205946;57206304;57218669;57222054;57223675;57225583;57225900;57232498;57235356;57239700;57240849;57245063;57248745;57250028;57254969;57258019;57262507;57264908;57265090;57270177;57301837	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6369	374	519
ENSMUSG00000085654.1	chr4;chr4	57300096;57307163	57300310;57307305	+;+	358	0	0
ENSMUSG00000087044.1	chr4;chr4;chr4	57361192;57362122;57364034	57361417;57362219;57364292	-;-;-	583	0	0
ENSMUSG00000095042.1	chr4	57370953	57371954	-	1002	1	4
ENSMUSG00000081540.3	chr4	57413711	57414196	-	486	0	0
ENSMUSG00000090053.9	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	57434247;57568159;57568370;57638010;57638010;57647990;57647990;57688416;57688416;57689523;57689523;57709451;57709451	57434556;57568415;57568415;57638090;57638090;57648120;57648120;57688530;57688530;57689544;57689544;57711802;57712016	+;+;+;+;+;+;+;+;+;+;+;+;+	3482	157	142
ENSMUSG00000081615.1	chr4;chr4	57455561;57456990	57456098;57457549	-;-	1098	0	0
ENSMUSG00000089945.13	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	57637823;57647990;57688416;57689523;57757601;57854562;57883024;57886289;57892869	57638090;57648120;57688530;57689544;57757683;57857037;57883202;57886327;57894718	+;+;+;+;+;+;+;+;+	5163	0	0
ENSMUSG00000038729.24	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	57742095;57757601;57845247;57845248;57854159;57854159;57854159;57854562;57854562;57854562;57883024;57883024;57883024;57883024;57886289;57892869;57892869;57892869;57892869;57892869;57892869	57742473;57757683;57845306;57845306;57857037;57857037;57857037;57857037;57857037;57857037;57883202;57883202;57883202;57883202;57886327;57896982;57896982;57896982;57896982;57896984;57896982	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7735	327	405
ENSMUSG00000073846.4	chr4;chr4	57757739;57763831	57758282;57763901	-;-	615	0	0
ENSMUSG00000089286.1	chr4	57762607	57762710	+	104	0	0
ENSMUSG00000096195.1	chr4	57877389	57877495	-	107	0	0
ENSMUSG00000052117.5	chr4;chr4	57908483;57915597	57910611;57916297	-;-	2830	3	0
ENSMUSG00000028367.5	chr4;chr4;chr4;chr4;chr4	57943373;57945147;57950839;57951797;57956187	57943967;57945212;57950898;57951901;57956411	-;-;-;-;-	1051	1019	1441
ENSMUSG00000038709.15	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	57984027;57984029;57985577;57985577;58000245;58000245;58002400;58002400;58007075;58007075;58009006;58009006	57984230;57984230;57985642;57985642;58000310;58000310;58002459;58002459;58007179;58007179;58009124;58009124	-;-;-;-;-;-;-;-;-;-;-;-	620	0	0
ENSMUSG00000028369.15	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	58042442;58043963;58046542;58048111;58049110;58053119;58054539;58057930;58064172;58066429;58068357;58072663;58082651;58083967;58084515;58084810;58087728;58088218;58089352;58090581;58091873;58094001;58096159;58097284;58099943;58100763;58104438;58106295;58107517;58108228;58111299;58113489;58115697;58116488;58118125;58120545;58121827;58123145;58123982;58128766;58133304;58135426;58138605;58145158;58146515;58175931;58179452;58205843	58043168;58044056;58046637;58048206;58049280;58053295;58054712;58057993;58064327;58066654;58071139;58073335;58082818;58084158;58084599;58084986;58087847;58088391;58089522;58090704;58091997;58094176;58096360;58097441;58100144;58100876;58104551;58106391;58107608;58108389;58111460;58113650;58115930;58116652;58118233;58120666;58122021;58123276;58124089;58128895;58133422;58135620;58138784;58145337;58146673;58176107;58179707;58206596	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11629	2	0
ENSMUSG00000057280.15	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	58285960;58285962;58285962;58285962;58285962;58285962;58285962;58293492;58293492;58293492;58293492;58293492;58293492;58293492;58296608;58296608;58296608;58296608;58296608;58296608;58296608;58301602;58301602;58301602;58301602;58301602;58301602;58301602;58303845;58303845;58303845;58303845;58303845;58303845;58303845;58327326;58327326;58327326;58327326;58333565;58333565;58333565;58333565;58333565;58333565;58333565;58344152;58344152;58344152;58344152;58344152;58344152;58344152;58347808;58347853;58347853;58347853;58353937;58353937;58353944;58353944;58353944;58353944;58353944;58355681;58355681;58355681;58355681;58355681;58355681;58355681;58356482;58356482;58356482;58356482;58366798;58366798;58366798;58366798;58366798;58366798;58366798;58367397;58367397;58367397;58367397;58367397;58367397;58367397;58368873;58368873;58368873;58368873;58368873;58368873;58368873;58373031;58373031;58373031;58373031;58373031;58373031;58373031	58286190;58286190;58286190;58286190;58286190;58286190;58286190;58293618;58293618;58293618;58293618;58293618;58293618;58293618;58296759;58296759;58296759;58296759;58296759;58296759;58296759;58301729;58301729;58301729;58301729;58301729;58301729;58301729;58303986;58303986;58303986;58303986;58303986;58303986;58303986;58327355;58327355;58327355;58327355;58333689;58333689;58333689;58333689;58333689;58333689;58333689;58344311;58344311;58344311;58344311;58344311;58344311;58344318;58347859;58347859;58347859;58347859;58354207;58354207;58354207;58354207;58354207;58354207;58354207;58355856;58355856;58355856;58355856;58355856;58355856;58355856;58356505;58356505;58356505;58356505;58366996;58366996;58366996;58366996;58366996;58366996;58366996;58367588;58367588;58367588;58367588;58367588;58367588;58367588;58369021;58369021;58369021;58369021;58369021;58369021;58369021;58374303;58374303;58374303;58374302;58374302;58374302;58374302	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3438	0	0
ENSMUSG00000038668.14	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	58435255;58435255;58435255;58435255;58435255;58486477;58486477;58486477;58486477;58486477;58499288;58504622;58504622;58504622;58504622;58553134;58553134;58553421;58553480	58437634;58437634;58437634;58437634;58437634;58487224;58487224;58487224;58487224;58487224;58499403;58504781;58504781;58504781;58504858;58553357;58553311;58553553;58553628	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3913	280	262
ENSMUSG00000093293.1	chr4	58441012	58441098	-	87	0	0
ENSMUSG00000083834.1	chr4	58483252	58483825	-	574	2	1
ENSMUSG00000081186.1	chr4	58589764	58590180	+	417	0	0
ENSMUSG00000083145.1	chr4	58611058	58611840	+	783	0	0
ENSMUSG00000086470.1	chr4;chr4	58648392;58658542	58650091;58658592	-;-	1751	0	0
ENSMUSG00000043385.4	chr4;chr4;chr4	58782704;58784779;58786742	58785778;58785722;58787716	-;-;-	4050	2	2
ENSMUSG00000050812.18	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	58798911;58801733;58803670;58805541;58807751;58809396;58809682;58810616;58811371;58811709;58811852;58812644;58813992;58815259;58817400;58819143;58820128;58821363;58822036;58824166;58824698;58826402;58827037;58828008;58828507;58830334;58830554;58832704;58833926;58833926;58834497;58834497;58836122;58836122;58840675;58840675;58841383;58841383;58842568;58842568;58844079;58844079;58846999;58846999;58849680;58849680;58849887;58849887;58850904;58850904;58853116;58853116;58853651;58853651;58860796;58861525;58861525;58861525;58864347;58864347;58864347;58869415;58869415;58869415;58872589;58872589;58872589;58875424;58875424;58875424;58877045;58877045;58877045;58879018;58879018;58879018;58885368;58885368;58885368;58905004;58911869;58912476;58912476	58800320;58801804;58803758;58805646;58807889;58809588;58809725;58810824;58811562;58811775;58811943;58812710;58814081;58815324;58817550;58819264;58820175;58821468;58822115;58824333;58824815;58826470;58827151;58828062;58828652;58830457;58832805;58832805;58834098;58834098;58834659;58834659;58836256;58836256;58840766;58840766;58841605;58841605;58842648;58842648;58844202;58844202;58847102;58847102;58849802;58849802;58849953;58849953;58850953;58850953;58853194;58853194;58853736;58853736;58860968;58861644;58861644;58861644;58864428;58864428;58864428;58869554;58869554;58869554;58872760;58872760;58872760;58875573;58875573;58875573;58877163;58877163;58877163;58879134;58879134;58879134;58885498;58885498;58885498;58905107;58911927;58912749;58912749	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9531	566	824
ENSMUSG00000092753.1	chr4	58938025	58938109	+	85	0	0
ENSMUSG00000038630.8	chr4;chr4;chr4;chr4;chr4;chr4	58943628;58946000;58948850;58951828;58952332;58956459	58943658;58946529;58948947;58951954;58952442;58958355	+;+;+;+;+;+	2794	7	9
ENSMUSG00000028378.6	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	58965439;58968759;58970991;58973535;58975861;58978014;58981827;58982880;58984744;58987038	58966763;58968877;58971099;58973690;58975978;58978181;58981883;58982925;58984859;58987119	-;-;-;-;-;-;-;-;-;-	2296	17	4
ENSMUSG00000070972.13	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	58995114;59003172;59013632;59017670;59017670;59020059;59020059;59022561;59022561	58995283;59003557;59013855;59017822;59017822;59020529;59020529;59025573;59022683	+;+;+;+;+;+;+;+;+	4417	60	44
ENSMUSG00000092345.1	chr4;chr4;chr4	59003210;59039227;59041075	59003557;59039358;59041888	+;+;+	1294	0	0
ENSMUSG00000038607.12	chr4;chr4;chr4	59035088;59039227;59041075	59035318;59039358;59041903	+;+;+	1192	0	0
ENSMUSG00000038598.9	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	59043753;59047273;59048923;59049269;59054149;59059594;59060829;59062226;59062542;59064399;59065150;59066352;59069213;59071576;59072285;59076138;59082249;59084251;59085234;59086880;59092351;59093849;59094130;59099252;59109586;59111093;59113898;59138894	59043967;59048176;59049072;59049400;59054242;59059715;59060940;59062343;59062720;59064468;59065222;59066530;59069317;59071752;59072410;59076563;59082491;59084345;59085342;59086981;59092501;59093933;59094283;59099430;59109667;59111204;59113977;59138983	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4664	0	0
ENSMUSG00000081432.1	chr4	59090187	59090929	+	743	0	0
ENSMUSG00000086660.1	chr4;chr4	59135068;59137332	59135443;59137454	-;-	499	0	0
ENSMUSG00000082978.1	chr4	59162268	59163156	-	889	4	2
ENSMUSG00000028381.8	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	59189257;59207761;59211876;59213159;59213865;59217036;59218495;59219489;59220223	59189741;59207902;59211978;59213260;59213977;59217214;59218581;59219678;59222833	+;+;+;+;+;+;+;+;+	4012	811	1035
ENSMUSG00000086952.1	chr4;chr4;chr4	59260051;59260585;59262768	59260081;59260724;59263269	+;+;+	673	0	0
ENSMUSG00000038578.15	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	59314683;59314754;59315712;59315712;59324868;59324868;59329463;59329463;59332937;59332937;59349826;59349826;59351638;59351638;59365722;59365722;59369531;59369531;59379599;59379599;59380861;59380861;59390573;59390573;59411270;59411270;59412170;59412170;59423995;59423995;59427951;59427955;59438206;59438206	59315409;59315409;59315805;59315805;59324907;59324907;59329721;59329721;59333033;59333033;59350012;59350012;59351729;59351729;59365914;59365914;59369640;59369640;59379785;59379785;59380958;59380958;59390752;59390752;59411449;59411449;59412322;59412322;59424150;59424150;59428064;59428064;59438633;59438633	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3295	2	1
ENSMUSG00000083979.1	chr4	59368303	59368866	-	564	3	0
ENSMUSG00000028382.15	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	59471868;59472048;59475259;59475711;59476583;59476648;59477155;59477155;59477155;59477155;59477155;59477155;59481362;59481362;59481362;59481362;59481362;59481362;59482545;59482545;59482545;59482545;59482545;59482545;59485339;59485339;59485339;59485339;59485339;59485339;59485607;59485607;59485607;59485607;59485607;59485607;59488111;59488111;59488111;59488111;59488111;59488111;59493186;59493186;59493186;59493186;59493186;59493186;59494500;59494500;59494500;59494500;59494500;59494500;59501310;59501310;59501310;59501310;59501310;59501310;59514274;59514274;59514274;59514274;59514274;59514274;59517473;59517586;59517586;59517586;59517586;59517586;59524395;59524395;59524395;59524395;59524404;59524404;59524404;59546149;59546149;59546149;59548531;59548543;59549148;59549148;59549148;59549148;59549148	59477015;59477015;59477015;59477015;59477015;59477015;59477232;59477232;59477232;59477232;59477232;59477232;59481578;59481578;59481578;59481578;59481578;59481578;59482637;59482637;59482637;59482637;59482637;59482637;59485372;59485372;59485372;59485372;59485372;59485372;59485746;59485746;59485746;59485746;59485746;59485746;59488188;59488188;59488188;59488188;59488188;59488188;59493360;59493360;59493360;59493360;59493360;59493360;59494610;59494610;59494610;59494610;59494610;59494610;59501474;59501474;59501474;59501474;59501474;59501474;59514420;59514420;59514420;59514420;59514420;59514420;59517755;59517755;59517755;59517755;59517755;59517755;59524476;59524476;59524476;59524476;59524476;59524476;59524476;59546182;59546182;59546182;59548737;59548775;59549314;59549243;59549284;59549295;59549364	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7247	442	507
ENSMUSG00000080831.1	chr4	59532747	59533014	+	268	0	0
ENSMUSG00000046145.7	chr4;chr4;chr4;chr4;chr4	59549154;59549359;59549393;59549496;59549560	59549354;59549388;59549491;59549555;59549625	+;+;+;+;+	456	0	0
ENSMUSG00000028383.17	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	59581563;59581645;59586320;59592155;59592155;59593237;59593237;59594396;59594396;59596863;59596863;59597257;59597257;59601373;59601373;59606472;59606472;59610510;59610510;59612682;59612682;59617635;59617635	59581775;59581775;59586417;59592318;59592318;59593335;59593335;59594510;59594510;59596966;59596966;59597355;59597355;59601567;59601567;59606543;59606543;59610875;59610875;59612810;59612810;59618688;59618689	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2709	219	278
ENSMUSG00000045071.14	chr4;chr4;chr4;chr4;chr4;chr4;chr4	59626211;59626243;59690144;59690144;59719641;59737562;59752233	59626491;59626491;59691338;59691338;59721401;59737734;59761439	+;+;+;+;+;+;+	12617	138	165
ENSMUSG00000038544.14	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	59769637;59771297;59773916;59773916;59775447;59775447;59782254;59783728;59783728	59772459;59772459;59774006;59774006;59775549;59775549;59782334;59783808;59783866	-;-;-;-;-;-;-;-;-	3237	164	222
ENSMUSG00000028385.14	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	59805840;59857445;59868238;59879222;59884980;59886407;59892462;59894525;59898908	59806225;59857636;59868348;59879380;59885175;59886606;59892548;59894677;59904737	+;+;+;+;+;+;+;+;+	7314	355	591
ENSMUSG00000080772.1	chr4	59833677	59834219	+	543	9	11
ENSMUSG00000073843.3	chr4;chr4	59889986;59894815	59890522;59894924	-;-	647	0	0
ENSMUSG00000028386.1	chr4;chr4;chr4;chr4	59905126;59911838;59912555;59913790	59906450;59911994;59912638;59915056	-;-;-;-	2833	0	1
ENSMUSG00000041333.6	chr4;chr4;chr4;chr4;chr4;chr4;chr4	59956804;59957845;59958056;59958490;59959196;59960039;59960510	59957057;59957890;59958157;59958600;59959269;59960172;59960710	-;-;-;-;-;-;-	922	0	0
ENSMUSG00000078689.8	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	59964294;60003438;60003549;60003978;60003978;60003978;60004814;60004814;60004814;60005472;60005472;60005472;60005922;60005922;60005922;60006189;60006189;60006189;60007020;60007020	59964367;60003641;60003641;60004111;60004111;60004111;60004887;60004887;60004887;60005582;60005582;60005582;60006023;60006023;60006023;60006214;60006234;60006234;60007274;60007120	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1000	0	0
