# Program:featureCounts v1.6.3; Command:"featureCounts" "-s" "1" "--read2pos" "5" "-a" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/necessary_info/mm10/mm10.ensGene.gtf" "-o" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//counts/cpid_multireg_females_counts.txt" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1787_R2.dedup.bam" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1788_R2.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1787_R2.dedup.bam	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1788_R2.dedup.bam
ENSMUSG00000025583	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	119602905;119602995;119603015;119603149;119603698;119655944;119657664;119657664;119657664;119657664;119657664;119657664;119671278;119671278;119671278;119671278;119671278;119671278;119725010;119725010;119725010;119725010;119725010;119725010;119743867;119743867;119743867;119743867;119743867;119743867;119756239;119756239;119756239;119756239;119756239;119756239;119780543;119780543;119780543;119780543;119780543;119780543;119798769;119798769;119798769;119798769;119798769;119798773;119799322;119799322;119799322;119799322;119799322;119799322;119811246;119811945;119811945;119811945;119811945;119817078;119817078;119817078;119817078;119817078;119817078;119817078;119821661;119821661;119821661;119821661;119821661;119821661;119822911;119822911;119822911;119822911;119822911;119822911;119822947;119843682;119843682;119843682;119843682;119843682;119843682;119843682;119846358;119846358;119846358;119846358;119846358;119846753;119846753;119846753;119846753;119846753;119846753;119851327;119851327;119851327;119851327;119851327;119856259;119856267;119856267;119856267;119856267;119856267;119856309;119857313;119857313;119857313;119857313;119857444;119857836;119857836;119857836;119857836;119857836;119857836;119865552;119865552;119865552;119865552;119865552;119865552;119867154;119871495;119871495;119871495;119872216;119872216;119872216;119872216;119874154;119874154;119874154;119874161;119884924;119884924;119884924;119884924;119887037;119887037;119887037;119888542;119888542;119888542;119891114;119891114;119891114;119892552;119892552;119892552;119894256;119894256;119894256;119894919;119894919;119895903;119895903;119895903;119896420;119896420;119897414;119897414	119603971;119603971;119603971;119603971;119603971;119656250;119657766;119657766;119657766;119657766;119657766;119657766;119671360;119671360;119671360;119671360;119671360;119671360;119725168;119725168;119725168;119725168;119725168;119725168;119744013;119744013;119744013;119744013;119744013;119744013;119756414;119756414;119756414;119756414;119756414;119756414;119780602;119780602;119780602;119780602;119782281;119780602;119798869;119798869;119798869;119798869;119798869;119798869;119799466;119799466;119799466;119799466;119799466;119799466;119812020;119812020;119812020;119812020;119812020;119817179;119817179;119817179;119817179;119817179;119817179;119817179;119821744;119821744;119821744;119821744;119821744;119821744;119823021;119823021;119823021;119823021;119823021;119823176;119823021;119843756;119843756;119843756;119843756;119843756;119843756;119845039;119846423;119846423;119846423;119846423;119846423;119846944;119846944;119846955;119846944;119846944;119846944;119851467;119851467;119851467;119851467;119851467;119856384;119856298;119857453;119856384;119856384;119856384;119856384;119857802;119857453;119857453;119857453;119857453;119857994;119857994;119857994;119857994;119857994;119857994;119865670;119865670;119865670;119865810;119865670;119865670;119867389;119871598;119871598;119871598;119872399;119872399;119872399;119872399;119874264;119874264;119874264;119874264;119884967;119885029;119885029;119885029;119887151;119887151;119887151;119888666;119888666;119888666;119891218;119891218;119891218;119892658;119892658;119892658;119895005;119894383;119894383;119895005;119895005;119896153;119896019;119896019;119896549;119896549;119899576;119899407	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13471	493	625
ENSMUSG00000083870	chr11	119646186	119646630	-	445	0	0
ENSMUSG00000088670	chr11	119746401	119746480	+	80	0	0
ENSMUSG00000085081	chr11;chr11;chr11	119820812;119825827;119834290	119821764;119825971;119834365	-;-;-	1174	0	0
ENSMUSG00000025371	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	119913441;119913810;119913830;119914015;119915413;119915413;119915413;119915413;119915632;119915632;119915632;119915632;119915822;119916025;119916025;119916025;119916025;119916681;119916681;119916681;119916681;119916731;119916929;119916929;119916929;119917984;119917984;119917984;119918607;119918607;119918607	119913552;119913937;119913937;119914360;119915522;119915554;119915522;119915522;119915719;119915719;119915719;119915719;119916111;119916111;119916094;119916111;119916111;119916701;119916746;119916746;119916746;119917009;119917009;119917009;119917008;119918038;119918038;119918038;119919048;119918628;119919548	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2432	239	446
ENSMUSG00000085207	chr11;chr11;chr11	119935803;119939162;119942582	119936049;119939290;119942698	-;-;-	493	9	16
ENSMUSG00000086924	chr11;chr11	119938511;119939184	119938637;119942074	+;+	3018	0	0
ENSMUSG00000025372	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	119942763;119942763;119942763;119942763;119942763;119943116;119943472;119957102;119957102;119957102;119957102;119957102;119957102;119957102;119960021;119960157;119960157;119960157;119960157;119960157;119960157;119960157;119960157;119980789;119980789;119980789;119980789;119980789;119980789;119981393;119981393;119981393;119981393;119981393;119981393;119981989;119981989;119981989;119981989;119981989;119993696;119993696;119993696;119993696;119993696;119996523;119996523;119996523;119996523;119996523;119996889;119996889;119996889;119996889;119997009;119997489;119997489;119997489;119997489;119997489;119997671;119998634;119998634;119998634;119998634;119998634;119998634;119999135;119999135;119999135;119999135;119999135;119999135;120000552;120000552;120000552;120000552;120000552;120000552;120001074;120001074;120002127;120003038;120006359;120006359	119943248;119943248;119943248;119943248;119943248;119943248;119943652;119957177;119957177;119957177;119957177;119957177;119957177;119957177;119960065;119960387;119960532;119960243;119960243;119960243;119960243;119960243;119960243;119980850;119980850;119980850;119980850;119980850;119980850;119981419;119981464;119981464;119981464;119981464;119981464;119982126;119982126;119982126;119982126;119982126;119993848;119993848;119993848;119993848;119993848;119996747;119996747;119996747;119996747;119996747;119997090;119997090;119997090;119997090;119997090;119997690;119997690;119997690;119997690;119997690;119997690;119998702;119998702;119998702;119998702;119998702;119998702;119999297;119999297;119999297;119999297;119999297;119999297;120000586;120000586;120000586;120000586;120002621;120000586;120002621;120002621;120002199;120003085;120006782;120006782	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4992	4958	6010
ENSMUSG00000025375	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	120007313;120007313;120007313;120007320;120007320;120009275;120009275;120009275;120009607;120009607;120009607;120009607;120009607;120009834;120009834;120009834;120009834;120009834;120012395;120012723;120012723;120012723;120012723;120012723;120013448;120013448;120013448;120013448;120013448;120013650;120013650;120013650;120013650;120013650;120013690;120015392;120015459;120015459;120015459;120015459;120015459;120015459;120016106;120016106;120016106;120016106;120016106;120016106;120016106;120016313;120016313;120016313;120016313;120016313;120016313;120016728;120016728;120016728;120016728;120016728;120016728;120016728;120016738;120018745;120018745;120018745;120018745;120018745;120020022;120021402;120021402;120021402;120021402;120041733;120046586;120046586;120046869	120009475;120009475;120008444;120008444;120008444;120009475;120009475;120009475;120009754;120009754;120009754;120009754;120009754;120012426;120012426;120012408;120012335;120012426;120012426;120012872;120012872;120012872;120012872;120012872;120013569;120013569;120013569;120013569;120013569;120013734;120013734;120013734;120013734;120013734;120013734;120015592;120015592;120015592;120015592;120015592;120015592;120015592;120016193;120016193;120016193;120016193;120016193;120016193;120016193;120016431;120016431;120016431;120016431;120016431;120016431;120016872;120017156;120016897;120016807;120016807;120016807;120016807;120016807;120018892;120018892;120018892;120018892;120018892;120020168;120021535;120021535;120021535;120021535;120041782;120047145;120047167;120047070	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7159	934	1557
ENSMUSG00000065600	chr11	120014765	120014862	-	98	0	0
ENSMUSG00000039781	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	120064430;120064430;120064430;120064434;120064639;120064785;120064785;120064785;120064785;120065388;120065388;120065388;120065388;120065638;120065638;120065638;120065638;120065911;120065911;120065911;120065911;120066694;120066694;120066694;120066694;120066921;120066921;120066921;120066921;120067129;120067130;120067130;120067130;120067946;120067946;120067946;120067946;120067946;120068089;120068698;120068698;120068698;120068698;120068698;120069949;120070289;120070289;120070289;120070289;120070289;120070485;120070485;120070485;120070485;120070485;120070792;120070792;120070792;120070792;120071359;120071359;120071359;120071359;120071877;120071877;120071877;120071877;120072410;120072410;120072410;120072838;120072838;120072838;120073123;120073125;120073128;120073741;120073741;120073741;120075564;120075564;120075564;120076089;120076089;120076089;120076919;120076919;120076919;120077327;120077327;120077327;120081244;120081244;120081244;120083796;120083796;120083796;120086652;120086652;120086652	120064709;120064709;120064709;120064709;120064845;120064968;120064845;120064845;120064845;120065551;120065551;120065551;120065551;120065815;120065815;120065815;120065815;120066053;120066053;120066053;120066053;120066768;120066768;120066768;120066768;120067038;120067038;120067038;120067038;120067237;120067237;120067237;120067237;120068057;120068147;120068147;120068147;120068147;120068147;120068800;120068800;120068800;120068800;120068800;120069994;120070405;120070405;120070405;120070405;120070405;120070610;120070610;120070610;120070610;120070610;120070907;120070902;120070902;120070902;120071535;120071535;120071535;120071535;120072022;120072059;120072059;120072059;120072504;120072504;120072504;120072976;120072974;120072976;120073244;120073244;120073244;120073858;120073858;120073858;120075710;120075710;120075710;120076202;120076202;120076202;120077040;120077040;120077040;120077441;120077441;120077441;120081338;120081338;120081338;120083989;120083989;120083989;120086827;120086827;120086827	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3833	163	326
ENSMUSG00000093075	chr11	120068127	120068238	-	112	0	0
ENSMUSG00000025377	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	120090531;120090531;120090531;120092851;120092851;120092851;120093245;120093245;120093245;120093417;120093417;120093417;120093691;120093691;120093691;120094114;120094114;120094160;120095344;120095344;120095344;120095344;120095530;120095534;120095534;120095534;120095534;120095804;120095804;120095804;120095804;120095822;120096565;120096581;120096581;120096581;120096581;120096878;120096878;120096878;120096878;120096878;120096899;120097509;120097509;120097509;120098626;120098626;120098626;120098626	120092012;120092012;120092012;120092985;120092985;120092985;120093323;120093323;120093323;120093530;120093530;120093530;120093865;120093865;120093865;120094317;120094317;120094317;120095415;120095415;120095415;120095415;120095609;120095609;120095609;120095609;120095609;120095871;120095871;120095871;120095871;120095871;120096674;120096674;120096674;120096674;120096674;120097260;120097385;120096969;120096969;120096969;120097581;120097581;120097581;120097581;120098700;120098731;120098731;120098731	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3329	136	153
ENSMUSG00000078572	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	120098928;120098944;120099099;120099148;120099148;120100174;120100174;120100174	120099065;120099065;120099258;120099262;120099258;120100363;120100705;120100414	+;+;+;+;+;+;+;+	834	434	675
ENSMUSG00000061306	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	120103960;120103960;120104452;120105621;120105678;120105792;120105805;120105873;120106434;120106434;120106434;120106434;120106434;120106434;120106434;120106434;120108467;120108467;120108467;120108467;120108537;120109372;120109432;120109432;120109432;120109432;120109432;120109432;120109432;120110066;120110066;120110066;120110066;120110066;120110066;120110066;120110838;120110838;120110838;120111004;120116865;120116865;120116865;120116865;120118872;120123844;120128423;120128423;120128423;120128423;120128423;120129201;120129201;120129201;120129201;120129201;120132677;120132677;120132677;120132677;120132677;120132855;120134780;120134780;120134780;120134780;120134780;120134780;120134807;120137857;120137857;120137857;120137857;120137857;120137857;120137857;120137970;120138986;120138986;120138986;120138986;120138986;120138986;120138986;120138986;120139109;120140593;120140593;120140593;120140593;120140593;120140593;120140593;120140593;120140593;120140593;120141600;120141600;120141600;120141600;120141600;120141600;120141600;120141600;120142618;120147721;120147721;120147721;120147721;120147721;120147721;120147721;120150980;120150980;120150980;120150980;120150980;120150980;120150980;120150980;120150980	120106036;120106036;120106036;120106036;120106036;120106033;120106033;120106033;120106610;120106610;120106610;120106988;120106610;120106610;120106610;120106610;120108553;120108490;120108588;120108490;120108943;120109395;120109536;120109536;120109536;120109536;120109536;120109536;120109536;120110327;120110338;120110458;120110446;120110536;120110536;120110536;120111005;120111005;120111005;120111005;120117021;120117021;120117021;120117021;120119144;120124391;120128529;120128529;120128529;120128529;120128529;120129312;120129312;120129312;120129312;120129312;120132859;120132859;120132859;120132859;120132859;120132859;120134882;120134882;120134882;120134882;120134882;120134882;120134882;120137981;120137981;120137981;120137981;120137981;120137981;120137981;120137981;120139129;120139092;120139129;120139129;120139129;120139129;120139129;120139129;120139129;120140686;120140686;120140686;120140686;120140686;120140686;120140686;120140686;120140686;120140686;120141645;120141645;120141645;120141645;120141645;120141645;120141645;120141645;120142784;120147838;120147838;120147838;120147838;120147838;120147838;120147838;120151287;120151322;120151320;120151346;120151346;120151279;120151312;120151346;120151346	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6421	84	111
ENSMUSG00000085636	chr11;chr11	120150562;120150838	120150714;120152341	+;+	1657	1	4
ENSMUSG00000075389	chr11;chr11;chr11;chr11;chr11	120185400;120187707;120188489;120188489;120189440	120187751;120187751;120188751;120188676;120189852	-;-;-;-;-	3028	12	7
ENSMUSG00000086750	chr11;chr11	120215082;120216566	120215201;120216993	-;-	548	0	0
ENSMUSG00000043993	chr11;chr11	120229802;120231495	120231298;120231585	-;-	1588	29	49
ENSMUSG00000039741	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	120232947;120232947;120236445;120236699;120236860;120236860;120236860;120259072;120259072;120259072;120268307;120268307;120268307;120271359;120271359;120271359;120273315;120273315;120273315;120273694;120273694;120273694;120273984;120273984;120273984;120274419;120274419;120274419;120274872;120274872;120274872;120276058;120276058;120276058;120279055;120279055;120279055;120279370;120279370;120279370;120280070;120280070;120280070;120282119;120282119;120282119;120283096;120283096;120283096;120283992;120283992;120283996;120284254;120284254;120284254;120284720;120284720;120284720;120284912;120284912;120284912;120285145;120285145;120285145;120285359;120285359;120285359;120285571;120285571;120285571;120286301;120286301;120286301;120286593;120286593;120286593;120286924;120286924;120286924;120289308;120289308;120289308;120289677;120289677;120289677;120289793;120290428	120233107;120233107;120236644;120237257;120237284;120237257;120237257;120259251;120259251;120259251;120268429;120268429;120268429;120273104;120273104;120273104;120273423;120273423;120273423;120273872;120273872;120273872;120274142;120274142;120274142;120274696;120274696;120274696;120275202;120275202;120275202;120276873;120276873;120276873;120279254;120279254;120279254;120279506;120279506;120279506;120280198;120280198;120280198;120282233;120282233;120282233;120283384;120283388;120283384;120284174;120284174;120284174;120284555;120284555;120284555;120284827;120284827;120284827;120285062;120285062;120285062;120285259;120285259;120285259;120285434;120285434;120285434;120285679;120285679;120285679;120286417;120286417;120286417;120286769;120286769;120286769;120288104;120288104;120288104;120289544;120289544;120289544;120292282;120292296;120292282;120290186;120292167	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11118	72	104
